start,end,orig,replacement,mode,detail_mode,row_id,percent_used
142,147,fears,emotions,synonym,cluster_syn,165,10.0
184,193,investors,prosecutors,synonym,cluster_syn,165,10.0
207,215,interest,version,synonym,cluster_syn,165,10.0
240,245,could,neither,synonym,cluster_syn,165,10.0
416,422,robust,ample,synonym,cluster_syn,165,10.0
181,186,think,when,synonym,cluster_syn,166,10.0
211,213,nt,xxx,synonym,cluster_syn,166,10.0
237,241,host,play,synonym,cluster_syn,166,10.0
253,260,nothing,together,synonym,cluster_syn,166,10.0
287,290,how,get,synonym,cluster_syn,166,10.0
306,308,am,act,synonym,cluster_syn,166,10.0
321,327,honest,friendly,synonym,cluster_syn,166,10.0
403,404,d,impl,synonym,cluster_syn,166,10.0
0,4,lord,pit,synonym,cluster_syn,167,10.0
66,76,Chancellor,Solicitor,synonym,cluster_syn,167,10.0
142,147,going,along,synonym,cluster_syn,167,10.0
203,207,said,grad,synonym,cluster_syn,167,10.0
238,244,recent,raise,synonym,cluster_syn,167,10.0
271,278,council,version,synonym,cluster_syn,167,10.0
393,399,before,did,synonym,cluster_syn,167,10.0
7,12,there,step,synonym,cluster_syn,168,10.0
99,108,interview,protocol,synonym,cluster_syn,168,10.0
141,149,admitted,advised,synonym,cluster_syn,168,10.0
255,260,where,good,synonym,cluster_syn,168,10.0
296,301,state,orig,synonym,cluster_syn,168,10.0
321,327,resign,abol,synonym,cluster_syn,168,10.0
0,4,gala,jamboree,synonym,wordnet_syn_fallback,169,10.0
48,52,when,aga,synonym,cluster_syn,169,10.0
73,82,christmas,saturday,synonym,cluster_syn,169,10.0
233,239,carpet,dry,synonym,cluster_syn,169,10.0
321,324,all,two,synonym,cluster_syn,169,10.0
340,349,exclusive,character,synonym,cluster_syn,169,10.0
114,117,lie,dug,synonym,cluster_syn,170,10.0
130,139,behaviour,ageing,synonym,cluster_syn,170,10.0
156,160,hour,moment,synonym,cluster_syn,170,10.0
180,182,am,cap,synonym,cluster_syn,170,10.0
3,7,make,right,synonym,cluster_syn,171,10.0
68,74,strike,terminal,synonym,cluster_syn,171,10.0
139,143,into,offic,synonym,cluster_syn,171,10.0
159,163,left,rush,synonym,cluster_syn,171,10.0
24,28,bank,print,synonym,cluster_syn,172,10.0
39,48,emergency,resource,synonym,cluster_syn,172,10.0
65,71,review,brief,synonym,cluster_syn,172,10.0
132,143,preliminary,solitary,synonym,cluster_syn,172,10.0
228,233,while,few,synonym,cluster_syn,172,10.0
296,300,will,time,synonym,cluster_syn,172,10.0
305,314,inflation,finance,synonym,cluster_syn,172,10.0
368,378,Incentives,Salaries,synonym,cluster_syn,172,10.0
12,23,responsible,able,synonym,cluster_syn,173,10.0
80,86,health,human,synonym,cluster_syn,173,10.0
106,114,wellness,embassy,synonym,cluster_syn,173,10.0
193,205,participated,lasted,synonym,cluster_syn,173,10.0
252,259,rioting,riot,synonym,wordnet_syn_fallback,173,10.0
388,394,access,complete,synonym,cluster_syn,173,10.0
415,421,public,comm,synonym,cluster_syn,173,10.0
449,457,provided,twice,synonym,cluster_syn,173,10.0
28,34,unless,personally,synonym,cluster_syn,174,10.0
76,85,miserable,upsetting,synonym,cluster_syn,174,10.0
108,114,giving,yesterday,synonym,cluster_syn,174,10.0
148,153,early,color,synonym,cluster_syn,174,10.0
178,188,considered,featured,synonym,cluster_syn,174,10.0
335,341,stroke,climb,synonym,cluster_syn,174,10.0
367,375,capacity,scores,synonym,cluster_syn,174,10.0
26,33,however,until,synonym,cluster_syn,175,10.0
55,62,imports,deductions,synonym,cluster_syn,175,10.0
133,140,imports,deductions,synonym,cluster_syn,175,10.0
237,241,only,back,synonym,cluster_syn,175,10.0
298,302,data,edition,synonym,cluster_syn,175,10.0
25,29,told,held,synonym,cluster_syn,176,10.0
86,90,left,rush,synonym,cluster_syn,176,10.0
98,104,memory,landing,synonym,cluster_syn,176,10.0
115,122,writing,newsletter,synonym,cluster_syn,176,10.0
131,135,love,much,synonym,cluster_syn,176,10.0
184,193,favourite,licence,synonym,cluster_syn,176,10.0
303,307,girl,daughters,synonym,cluster_syn,176,10.0
314,321,parents,families,synonym,cluster_syn,176,10.0
366,374,hometown,rural,synonym,cluster_syn,176,10.0
20,31,competition,competitor,synonym,cluster_syn,177,10.0
67,71,long,they,synonym,cluster_syn,177,10.0
81,85,gold,states,synonym,cluster_syn,177,10.0
100,107,another,above,synonym,cluster_syn,177,10.0
153,162,finishers,finisher,synonym,wordnet_syn_fallback,177,10.0
220,228,champion,contender,synonym,cluster_syn,177,10.0
304,307,set,tra,synonym,cluster_syn,177,10.0
26,31,fined,warped,synonym,cluster_syn,178,10.0
57,66,suspended,cleared,synonym,cluster_syn,178,10.0
77,86,including,various,synonym,cluster_syn,178,10.0
117,124,refused,condemned,synonym,cluster_syn,178,10.0
178,186,previous,watching,synonym,cluster_syn,178,10.0
300,308,telecoms,telecommunication,synonym,wordnet_syn_fallback,178,10.0
382,391,companies,tax,synonym,cluster_syn,178,10.0
23,31,expected,addressed,synonym,cluster_syn,179,10.0
68,72,team,vis,synonym,cluster_syn,179,10.0
117,123,enough,located,synonym,cluster_syn,179,10.0
214,222,stressed,afraid,synonym,cluster_syn,179,10.0
266,276,investment,communication,synonym,cluster_syn,179,10.0
292,297,takes,learn,synonym,cluster_syn,179,10.0
323,330,instead,upon,synonym,cluster_syn,179,10.0
66,72,league,property,synonym,cluster_syn,180,10.0
206,215,attacking,pitching,synonym,cluster_syn,180,10.0
255,262,provide,reduce,synonym,cluster_syn,180,10.0
322,327,hopes,works,synonym,cluster_syn,180,10.0
370,374,team,vis,synonym,cluster_syn,180,10.0
387,390,out,she,synonym,cluster_syn,180,10.0
429,433,away,catch,synonym,cluster_syn,180,10.0
43,48,child,count,synonym,cluster_syn,181,10.0
87,92,dream,warrior,synonym,cluster_syn,181,10.0
130,134,sure,less,synonym,cluster_syn,181,10.0
145,149,live,way,synonym,cluster_syn,181,10.0
176,183,respond,entry,synonym,cluster_syn,181,10.0
284,288,post,com,synonym,cluster_syn,181,10.0
0,7,present,manual,synonym,cluster_syn,182,10.0
144,149,jones,beck,synonym,cluster_syn,182,10.0
177,178,s,mil,synonym,cluster_syn,182,10.0
203,210,excited,bored,synonym,cluster_syn,182,10.0
224,227,out,she,synonym,cluster_syn,182,10.0
294,297,own,need,synonym,cluster_syn,182,10.0
341,344,own,need,synonym,cluster_syn,182,10.0
378,387,marketing,communication,synonym,cluster_syn,182,10.0
79,87,involved,accompanied,synonym,cluster_syn,183,10.0
105,109,some,free,synonym,cluster_syn,183,10.0
155,162,certain,predict,synonym,cluster_syn,183,10.0
269,274,after,like,synonym,cluster_syn,183,10.0
335,343,switches,stresses,synonym,cluster_syn,183,10.0
364,374,especially,guess,synonym,cluster_syn,183,10.0
54,61,winners,witnesses,synonym,cluster_syn,184,10.0
77,79,pc,init,synonym,cluster_syn,184,10.0
123,128,night,heat,synonym,cluster_syn,184,10.0
169,174,award,league,synonym,cluster_syn,184,10.0
309,313,chad,stan,synonym,cluster_syn,184,10.0
329,333,wife,goddess,synonym,cluster_syn,184,10.0
4,8,only,back,synonym,cluster_syn,185,10.0
65,73,straight,wrong,synonym,cluster_syn,185,10.0
78,84,points,bees,synonym,cluster_syn,185,10.0
134,139,staff,convention,synonym,cluster_syn,185,10.0
3,10,selling,purchase,synonym,cluster_syn,186,10.0
117,123,spoken,imposed,synonym,cluster_syn,186,10.0
139,147,strongly,rapidly,synonym,cluster_syn,186,10.0
180,184,told,held,synonym,cluster_syn,186,10.0
234,238,want,more,synonym,cluster_syn,186,10.0
266,273,happens,lays,synonym,cluster_syn,186,10.0
27,32,great,always,synonym,cluster_syn,187,10.0
137,142,going,along,synonym,cluster_syn,187,10.0
151,159,smoother,tighter,synonym,cluster_syn,187,10.0
179,187,champion,contender,synonym,cluster_syn,187,10.0
212,220,defeated,contracted,synonym,cluster_syn,187,10.0
232,240,teammate,singer,synonym,cluster_syn,187,10.0
64,68,kids,sibling,synonym,cluster_syn,188,10.0
106,109,who,cap,synonym,cluster_syn,188,10.0
123,125,go,sec,synonym,cluster_syn,188,10.0
146,149,get,good,synonym,cluster_syn,188,10.0
174,178,some,first,synonym,cluster_syn,188,10.0
264,268,into,offic,synonym,cluster_syn,188,10.0
280,290,suggestion,statement,synonym,cluster_syn,188,10.0
362,368,advice,process,synonym,cluster_syn,188,10.0
32,39,honored,criticized,synonym,cluster_syn,189,10.0
121,127,legend,vanguard,synonym,cluster_syn,189,10.0
148,152,star,mer,synonym,cluster_syn,189,10.0
161,165,fame,violence,synonym,cluster_syn,189,10.0
201,210,including,various,synonym,cluster_syn,189,10.0
44,54,determined,sorry,synonym,cluster_syn,190,10.0
83,87,live,way,synonym,cluster_syn,190,10.0
102,109,healthy,surprise,synonym,cluster_syn,190,10.0
130,135,point,mail,synonym,cluster_syn,190,10.0
56,62,issues,amendments,synonym,cluster_syn,191,10.0
106,111,focus,hello,synonym,cluster_syn,191,10.0
130,135,topic,curve,synonym,cluster_syn,191,10.0
152,157,small,open,synonym,cluster_syn,191,10.0
184,190,change,story,synonym,cluster_syn,191,10.0
211,219,spending,parameters,synonym,cluster_syn,191,10.0
320,324,grow,draw,synonym,cluster_syn,191,10.0
342,346,pace,factory,synonym,cluster_syn,191,10.0
433,446,unsustainable,overdue,synonym,cluster_syn,191,10.0
4,12,critical,exc,synonym,cluster_syn,192,10.0
53,57,will,time,synonym,cluster_syn,192,10.0
157,164,through,before,synonym,cluster_syn,192,10.0
216,221,aware,discipline,synonym,cluster_syn,192,10.0
250,254,aide,dean,synonym,cluster_syn,192,10.0
318,325,despite,however,synonym,cluster_syn,192,10.0
11,14,set,tra,synonym,cluster_syn,193,10.0
107,113,docked,tail,synonym,wordnet_syn_fallback,193,10.0
162,171,Inspector,Dean,synonym,cluster_syn,193,10.0
243,250,inquiry,inquest,synonym,cluster_syn,193,10.0
264,272,revealed,referred,synonym,cluster_syn,193,10.0
332,337,after,what,synonym,cluster_syn,193,10.0
386,395,officials,administ,synonym,cluster_syn,193,10.0
10,14,just,before,synonym,cluster_syn,194,10.0
23,30,website,cryptocurrency,synonym,cluster_syn,194,10.0
42,47,visit,cover,synonym,cluster_syn,194,10.0
166,170,make,right,synonym,cluster_syn,194,10.0
200,203,net,inter,synonym,cluster_syn,194,10.0
67,71,aged,elevated,synonym,cluster_syn,195,10.0
92,98,farmer,bread,synonym,cluster_syn,195,10.0
126,130,then,before,synonym,cluster_syn,195,10.0
162,167,pound,stir,synonym,cluster_syn,195,10.0
201,205,died,offense,synonym,cluster_syn,195,10.0
93,102,intensive,exact,synonym,cluster_syn,196,10.0
156,159,off,leg,synonym,cluster_syn,196,10.0
283,291,pleading,vying,synonym,cluster_syn,196,10.0
311,314,gun,dav,synonym,cluster_syn,196,10.0
336,346,committing,abiding,synonym,cluster_syn,196,10.0
401,409,previous,watching,synonym,cluster_syn,196,10.0
449,454,abuse,revised,synonym,cluster_syn,196,10.0
468,473,clean,happy,synonym,cluster_syn,196,10.0
34,37,set,tra,synonym,cluster_syn,197,10.0
113,125,backbenchers,backbencher,synonym,wordnet_syn_fallback,197,10.0
180,185,local,pure,synonym,cluster_syn,197,10.0
197,204,adviser,writ,synonym,cluster_syn,197,10.0
242,247,voted,demonstrated,synonym,cluster_syn,197,10.0
297,301,came,hits,synonym,cluster_syn,197,10.0
312,317,party,country,synonym,cluster_syn,197,10.0
328,334,online,fun,synonym,cluster_syn,197,10.0
68,76,expected,addressed,synonym,cluster_syn,198,10.0
144,149,added,reduced,synonym,cluster_syn,198,10.0
188,195,display,description,synonym,cluster_syn,198,10.0
243,246,bit,class,synonym,cluster_syn,198,10.0
265,273,keyboard,filter,synonym,cluster_syn,198,10.0
330,335,audio,automatic,synonym,cluster_syn,198,10.0
104,109,based,within,synonym,cluster_syn,199,10.0
117,128,information,line,synonym,cluster_syn,199,10.0
158,162,such,later,synonym,cluster_syn,199,10.0
223,231,Internet,Five,synonym,cluster_syn,199,10.0
319,326,attempt,explain,synonym,cluster_syn,199,10.0
343,348,cards,strikes,synonym,cluster_syn,199,10.0
399,405,rather,isn,synonym,cluster_syn,199,10.0
439,445,credit,trump,synonym,cluster_syn,199,10.0
17,22,women,mom,synonym,cluster_syn,200,10.0
54,65,competition,competitor,synonym,cluster_syn,200,10.0
79,84,honor,patriot,synonym,cluster_syn,200,10.0
119,124,world,life,synonym,cluster_syn,200,10.0
181,188,bonding,forwarding,synonym,cluster_syn,200,10.0
